Timestamp(ms),Current(uA),D0-D7
908,3159.042,00000000
909,3099.957,00000000
910,3082.067,00000000
911,3041.269,00000000
912,3047.422,00000000
913,3059.050,00000000
914,3165.957,00000000
915,3086.231,00000000
916,3067.937,00000000
917,3096.695,00000000
918,3050.855,00000000
919,3057.275,00000000
920,3171.608,00000000
921,3085.250,00000000
922,3069.789,00000000
923,3070.760,00000000
924,3037.359,00000000
925,3050.131,00000000
926,3165.192,00000000
927,3078.972,00000000
928,3063.129,00000000
929,3094.176,00000000
930,3051.704,00000000
931,3053.446,00000000
932,3144.838,00000000
933,3073.341,00000000
934,3050.072,00000000
935,3057.199,00000000
936,3070.995,00000000
937,3051.887,00000000
938,3123.313,00000000
939,3105.075,00000000
940,3055.918,00000000
941,3087.179,00000000
942,3085.408,00000000
943,3101.951,00000000
944,3079.533,00000000
945,3041.911,00000000
946,3022.846,00000000
947,3024.564,00000000
948,3021.351,00000000
949,3159.810,00000000
950,3079.534,00000000
951,3066.940,00000000
952,3078.290,00000000
953,3085.140,00000000
954,3057.330,00000000
955,3136.236,00000000
956,3100.159,00000000
957,3050.097,00000000
958,3053.604,00000000
959,3070.493,00000000
960,3134.677,00000000
961,3117.384,00000000
962,3094.257,00000000
963,3052.454,00000000
964,3053.597,00000000
965,3083.160,00000000
966,3188.371,00000000
967,3086.715,00000000
968,3066.238,00000000
969,3073.046,00000000
970,3048.094,00000000
971,3043.695,00000000
972,3136.005,00000000
973,3095.118,00000000
974,3056.750,00000000
975,3061.651,00000000
976,3075.173,00000000
977,3179.640,00000000
978,3103.235,00000000
979,3083.539,00000000
980,3057.652,00000000
981,3050.345,00000000
982,3055.776,00000000
983,3174.498,00000000
984,3085.319,00000000
985,3070.675,00000000
986,3075.807,00000000
987,3082.669,00000000
988,3046.787,00000000
989,3153.871,00000000
990,3105.583,00000000
991,3046.878,00000000
992,3049.923,00000000
993,3066.648,00000000
994,3157.135,00000000
995,3097.965,00000000
996,3084.915,00000000
997,3085.639,00000000
998,3051.206,00000000
999,3059.419,00000000
1000,3166.756,00000000
1001,3103.785,00000000
1002,3076.472,00000000
1003,3079.680,00000000
1004,3061.116,00000000
1005,3044.988,00000000
1006,3132.856,00000000
1007,3105.782,00000000
1008,3061.012,00000000
1009,3068.217,00000000
1010,3087.192,00000000
1011,3055.883,00000000
1012,3119.160,00000000
1013,3121.051,00000000
1014,3059.467,00000000
1015,3056.515,00000000
1016,3072.835,00000000
1017,3142.466,00000000
1018,3108.563,00000000
1019,3090.495,00000000
1020,3048.882,00000000
1021,3065.589,00000000
1022,3071.589,00000000
1023,3161.114,00000000
1024,3097.006,00000000
1025,3105.392,00000000
1026,3070.756,00000000
1027,3044.645,00000000
1028,3056.175,00000000
1029,3178.493,00000000
1030,3083.780,00000000
1031,3065.938,00000000
1032,3080.418,00000000
1033,3045.411,00000000
1034,3055.939,00000000
1035,3170.427,00000000
1036,3072.542,00000000
1037,3091.856,00000000
1038,3085.484,00000000
1039,3041.500,00000000
1040,3044.594,00000000
1041,3170.672,00000000
1042,3078.061,00000000
1043,3067.325,00000000
1044,3078.682,00000000
1045,3052.888,00000000
1046,3049.859,00000000
1047,3140.106,00000000
1048,3094.774,00000000
1049,3079.328,00000000
1050,3068.673,00000000
1051,3080.888,00000000
1052,3074.972,00000000
1053,3114.636,00000000
1054,3099.981,00000000
1055,3051.400,00000000
1056,3057.053,00000000
1057,3075.742,00000000
1058,3129.227,00000000
1059,3077.514,00000000
1060,3040.649,00000000
1061,3060.782,00000000
1062,3040.445,00000000
1063,3029.620,00000000
1064,3166.588,00000000
1065,3073.295,00000000
1066,3062.280,00000000
1067,3073.280,00000000
1068,3069.676,00000000
1069,3046.389,00000000
1070,3127.174,00000000
1071,3097.125,00000000
1072,3050.150,00000000
1073,3068.616,00000000
1074,3076.798,00000000
1075,3150.405,00000000
1076,3100.034,00000000
1077,3085.752,00000000
1078,3054.945,00000000
1079,3043.975,00000000
1080,3058.294,00000000
1081,3186.432,00000000
1082,3079.583,00000000
1083,3060.635,00000000
1084,3069.225,00000000
1085,3061.603,00000000
1086,3052.959,00000000
1087,3138.588,00000000
1088,3101.465,00000000
1089,3056.187,00000000
1090,3060.526,00000000
1091,3070.857,00000000
1092,3160.250,00000000
1093,3097.857,00000000
1094,3077.083,00000000
1095,3066.664,00000000
1096,3038.081,00000000
1097,3050.900,00000000
1098,3179.514,00000000
1099,3076.828,00000000
1100,3062.647,00000000
1101,3081.833,00000000
1102,3077.887,00000000
1103,3043.050,00000000
1104,3128.472,00000000
1105,3099.664,00000000
1106,3051.013,00000000
1107,3054.934,00000000
1108,3068.397,00000000
1109,3158.673,00000000
1110,3114.067,00000000
1111,3088.497,00000000
1112,3080.731,00000000
1113,3045.778,00000000
1114,3053.057,00000000
1115,3165.492,00000000
1116,3072.293,00000000
1117,3064.112,00000000
1118,3074.489,00000000
1119,3070.911,00000000
1120,3044.193,00000000
1121,3143.884,00000000
1122,3115.006,00000000
1123,3063.149,00000000
1124,3067.994,00000000
1125,3085.474,00000000
1126,3050.821,00000000
1127,3127.577,00000000
1128,3098.332,00000000
1129,3043.864,00000000
1130,3051.574,00000000
1131,3070.328,00000000
1132,3121.730,00000000
1133,3104.198,00000000
1134,3105.842,00000000
1135,3048.702,00000000
1136,3056.102,00000000
1137,3069.817,00000000
1138,3153.165,00000000
1139,3088.455,00000000
1140,3076.830,00000000
1141,3061.927,00000000
1142,3047.312,00000000
1143,3061.558,00000000
1144,3171.445,00000000
1145,3078.890,00000000
1146,3088.050,00000000
1147,3082.956,00000000
1148,3047.712,00000000
1149,3052.688,00000000
1150,3171.951,00000000
1151,3074.540,00000000
1152,3062.483,00000000
1153,3073.247,00000000
1154,3037.632,00000000
1155,3041.917,00000000
1156,3157.915,00000000
1157,3073.331,00000000
1158,3079.266,00000000
1159,3078.955,00000000
1160,3044.815,00000000
1161,3055.937,00000000
1162,3143.632,00000000
1163,3077.517,00000000
1164,3051.554,00000000
1165,3059.633,00000000
1166,3070.431,00000000
1167,3049.859,00000000
1168,3118.189,00000000
1169,3098.685,00000000
1170,3068.195,00000000
1171,3061.019,00000000
1172,3074.234,00000000
1173,3098.948,00000000
1174,3073.935,00000000
1175,3036.208,00000000
1176,3022.144,00000000
1177,3022.919,00000000
1178,3017.944,00000000
1179,3160.921,00000000
1180,3078.938,00000000
1181,3083.669,00000000
1182,3106.628,00000000
1183,3064.217,00000000
1184,3054.426,00000000
1185,3139.398,00000000
1186,3094.464,00000000
1187,3049.657,00000000
1188,3057.159,00000000
1189,3071.156,00000000
1190,3114.336,00000000
1191,3106.193,00000000
1192,3086.585,00000000
1193,3046.050,00000000
1194,3076.817,00000000
1195,3070.304,00000000
1196,3179.519,00000000
1197,3085.622,00000000
1198,3066.104,00000000
1199,3075.129,00000000
1200,3038.478,00000000
1201,3051.456,00000000
1202,3143.496,00000000
1203,3087.968,00000000
1204,3058.698,00000000
1205,3064.957,00000000
1206,3102.351,00000000
1207,3160.715,00000000
1208,3104.616,00000000
1209,3085.315,00000000
1210,3043.952,00000000
1211,3040.998,00000000
1212,3058.177,00000000
1213,3175.669,00000000
1214,3084.423,00000000
1215,3073.125,00000000
1216,3080.474,00000000
1217,3072.291,00000000
1218,3076.800,00000000
1219,3145.342,00000000
1220,3097.990,00000000
1221,3059.019,00000000
1222,3058.564,00000000
1223,3075.765,00000000
1224,3154.786,00000000
1225,3103.459,00000000
1226,3089.010,00000000
1227,3062.896,00000000
1228,3051.824,00000000
1229,3059.849,00000000
1230,3200.305,00000000
1231,3086.559,00000000
1232,3071.831,00000000
1233,3083.348,00000000
1234,3044.985,00000000
1235,3048.178,00000000
1236,3143.689,00000000
1237,3089.361,00000000
1238,3056.345,00000000
1239,3065.358,00000000
1240,3080.570,00000000
1241,3052.816,00000000
1242,3161.724,00000000
