Timestamp(ms),Current(uA),D0-D7
6121,839.262,00000000
6122,841.289,00000000
6123,1338.586,00000000
6124,1255.169,00000000
6125,993.093,00000000
6126,895.101,00000000
6127,864.382,00000000
6128,863.660,00000000
6129,847.911,00000000
6130,846.824,00000000
6131,841.065,00000000
6132,840.170,00000000
6133,842.673,00000000
6134,1233.951,00000000
6135,1121.035,00000000
6136,2623.964,00000000
6137,5862.647,00000000
6138,7719.986,00000000
6139,7750.733,00000000
6140,7784.429,00000000
6141,7789.229,00000000
6142,7770.658,00000000
6143,8311.706,00000000
6144,8185.801,00000000
6145,4816.756,00000000
6146,2319.378,00000000
6147,1392.951,00000000
6148,1050.978,00000000
6149,924.437,00000000
6150,875.330,00000000
6151,860.621,00000000
6152,870.955,00000000
6153,854.755,00000000
6154,852.166,00000000
6155,848.564,00000000
6156,850.265,00000000
6157,3046.306,00000000
6158,6038.440,00000000
6159,7125.994,00000000
6160,7533.573,00000000
6161,7685.791,00000000
6162,7734.777,00000000
6163,8313.810,00000000
6164,8189.969,00000000
6165,4790.153,00000000
6166,2304.453,00000000
6167,1757.452,00000000
6168,1328.481,00000000
6169,2690.941,00000000
6170,2751.298,00000000
6171,1555.009,00000000
6172,1112.234,00000000
6173,946.112,00000000
6174,885.040,00000000
6175,864.836,00000000
6176,879.452,00000000
6177,3161.717,00000000
6178,6070.294,00000000
6179,7146.641,00000000
6180,7546.878,00000000
6181,7684.631,00000000
6182,7732.674,00000000
6183,8338.504,00000000
6184,8157.976,00000000
6185,4747.134,00000000
6186,2287.894,00000000
6187,1381.595,00000000
6188,1071.487,00000000
6189,929.251,00000000
6190,881.840,00000000
6191,860.078,00000000
6192,853.295,00000000
6193,852.253,00000000
6194,847.612,00000000
6195,851.724,00000000
6196,847.497,00000000
6197,3123.632,00000000
6198,6050.146,00000000
6199,7146.910,00000000
6200,7538.251,00000000
6201,7708.496,00000000
6202,7767.721,00000000
6203,8371.133,00000000
6204,8483.312,00000000
6205,5688.833,00000000
6206,4475.215,00000000
6207,2550.888,00000000
6208,1480.100,00000000
6209,1082.427,00000000
6210,935.007,00000000
6211,882.513,00000000
6212,859.740,00000000
6213,867.337,00000000
6214,857.635,00000000
6215,850.636,00000000
6216,851.926,00000000
6217,3190.994,00000000
6218,6079.505,00000000
6219,7141.613,00000000
6220,7528.406,00000000
6221,7685.599,00000000
6222,7747.130,00000000
6223,8337.265,00000000
